Carrera,Carrito,Equipo,Fecha_y_ hora_Prestamo,Fecha_y_ hora_Devolucion,Institucion,Modulo,Tipo_Dispositivo
MATEMATICAS APLICADAS Y COMPUTACION,C02,L12,10/18/24 9:54,10/18/24 12:24,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L23,10/18/24 9:53,10/18/24 12:23,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C02,L11,10/18/24 9:52,10/18/24 12:22,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L10,10/18/24 9:55,10/18/24 12:25,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C03,E08,10/18/24 9:49,10/18/24 12:19,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C04,L22,10/18/24 9:50,10/18/24 12:20,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L21,10/18/24 9:49,10/18/24 12:19,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L20,10/18/24 9:48,10/18/24 12:18,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C02,L09,10/18/24 9:48,10/18/24 12:18,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C02,L08,10/18/24 9:48,10/18/24 12:18,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C03,E07,10/18/24 9:47,10/18/24 12:17,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C04,L19,10/18/24 9:43,10/18/24 12:13,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L18,10/18/24 9:40,10/18/24 12:10,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,C09,10/18/24 9:40,10/18/24 12:10,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,C08,10/18/24 9:38,10/18/24 12:08,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
DERECHO,C02,T17,10/18/24 9:36,10/18/24 12:06,F.E.S. ACATLAN,Módulo 2 A-11,iPad
ARQUITECTURA,C04,L17,10/18/24 9:36,10/18/24 12:06,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C02,L07,10/18/24 9:32,10/18/24 12:02,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L06,10/18/24 9:32,10/18/24 12:02,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C02,L05,10/18/24 9:27,10/18/24 11:57,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L16,10/18/24 9:26,10/18/24 11:56,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C01,C07,10/18/24 9:23,10/18/24 11:53,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,C06,10/18/24 9:24,10/18/24 11:54,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L15,10/18/24 9:23,10/18/24 11:53,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C05,L02,10/18/24 9:16,10/18/24 11:46,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
COMUNICACION,C04,C04,10/18/24 9:03,10/18/24 11:33,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C01,C05,10/18/24 9:02,10/18/24 11:32,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L14,10/18/24 9:02,10/18/24 11:32,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
COMUNICACION,C04,C03,10/18/24 8:59,10/18/24 11:29,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DISEÃ‘O GRAFICO,C04,L13,10/18/24 8:52,10/18/24 11:22,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
RELACIONES INTERNACIONALES,C05,C03,10/18/24 8:51,10/18/24 11:21,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
RELACIONES INTERNACIONALES,C05,C02,10/18/24 8:47,10/18/24 11:17,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C03,E06,10/18/24 8:43,10/18/24 11:13,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ACTUARIA,C02,L04,10/18/24 8:40,10/18/24 11:10,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C01,C04,10/18/24 8:37,10/18/24 11:07,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
PEDAGOGIA,C03,E05,10/18/24 8:40,10/18/24 11:10,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C04,L11,10/18/24 8:34,10/18/24 11:04,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C02,L03,10/18/24 8:33,10/18/24 11:03,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C02,L02,10/18/24 8:35,10/18/24 11:05,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
HISTORIA,C02,T16,10/18/24 8:32,10/18/24 11:02,F.E.S. ACATLAN,Módulo 2 A-11,iPad
INGENIERIA CIVIL,C02,T15,10/18/24 8:27,10/18/24 10:57,F.E.S. ACATLAN,Módulo 2 A-11,iPad
ARQUITECTURA,C02,T12,10/18/24 8:28,10/18/24 10:58,F.E.S. ACATLAN,Módulo 2 A-11,iPad
INGENIERIA CIVIL,C02,T11,10/18/24 8:25,10/18/24 10:55,F.E.S. ACATLAN,Módulo 2 A-11,iPad
INGENIERIA CIVIL,C02,T10,10/18/24 8:24,10/18/24 10:54,F.E.S. ACATLAN,Módulo 2 A-11,iPad
INGENIERIA CIVIL,C02,T09,10/18/24 8:19,10/18/24 10:49,F.E.S. ACATLAN,Módulo 2 A-11,iPad
ARQUITECTURA,C04,L10,10/18/24 8:22,10/18/24 10:52,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L01,10/18/24 8:18,10/18/24 10:48,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,L20,10/18/24 8:27,10/18/24 10:57,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C01,T03,10/18/24 8:18,10/18/24 10:48,F.E.S. ACATLAN,Módulo 3 CEDETEC,iPad
MATEMATICAS APLICADAS Y COMPUTACION,C01,L19,10/18/24 8:17,10/18/24 10:47,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C02,T08,10/18/24 8:16,10/18/24 10:46,F.E.S. ACATLAN,Módulo 2 A-11,iPad
ACTUARIA,C01,L18,10/18/24 8:14,10/18/24 10:44,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C05,C01,10/18/24 8:13,10/18/24 10:43,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ACTUARIA,C01,L17,10/18/24 8:11,10/18/24 10:41,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L16,10/18/24 8:16,10/18/24 10:46,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L14,10/18/24 8:16,10/18/24 10:46,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
COMUNICACION,C02,T07,10/18/24 8:11,10/18/24 10:41,F.E.S. ACATLAN,Módulo 2 A-11,iPad
ENSEÃ‘ANZA DE ESPAÃ‘OL COMO LENGUA EXTRANJERA,C03,E04,10/18/24 8:11,10/18/24 10:41,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DISEÃ‘O GRAFICO,C04,L09,10/18/24 8:09,10/18/24 10:39,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PROFESOR,C03,E03,10/18/24 8:12,10/18/24 10:42,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,C03,10/18/24 8:08,10/18/24 10:38,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L13,10/18/24 8:06,10/18/24 10:36,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L08,10/18/24 8:06,10/18/24 10:36,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ENSEÃ‘ANZA DE INGLES,C04,C01,10/18/24 8:06,10/18/24 10:36,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ACTUARIA,C01,L12,10/18/24 8:03,10/18/24 10:33,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C01,T02,10/18/24 8:04,10/18/24 10:34,F.E.S. ACATLAN,Módulo 3 CEDETEC,iPad
MATEMATICAS APLICADAS Y COMPUTACION,C01,L11,10/18/24 8:03,10/18/24 10:33,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L07,10/18/24 8:03,10/18/24 10:33,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L10,10/18/24 8:03,10/18/24 10:33,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C01,C02,10/18/24 8:04,10/18/24 10:34,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
DISEÃ‘O GRAFICO,C05,L01,10/18/24 8:03,10/18/24 10:33,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
INGENIERIA CIVIL,C02,T06,10/18/24 8:03,10/18/24 10:33,F.E.S. ACATLAN,Módulo 2 A-11,iPad
PEDAGOGIA,C03,E02,10/18/24 8:02,10/18/24 10:32,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C04,L05,10/18/24 8:02,10/18/24 10:32,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,L09,10/18/24 8:02,10/18/24 10:32,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,L08,10/18/24 8:02,10/18/24 10:32,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,L07,10/18/24 8:02,10/18/24 10:32,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C02,T05,10/18/24 8:02,10/18/24 10:32,F.E.S. ACATLAN,Módulo 2 A-11,iPad
ACTUARIA,C01,L06,10/18/24 8:01,10/18/24 10:31,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,L05,10/18/24 8:01,10/18/24 10:31,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C02,T04,10/18/24 8:00,10/18/24 10:30,F.E.S. ACATLAN,Módulo 2 A-11,iPad
INGENIERIA CIVIL,C04,L04,10/18/24 8:00,10/18/24 10:30,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C02,T03,10/18/24 8:00,10/18/24 10:30,F.E.S. ACATLAN,Módulo 2 A-11,iPad
INGENIERIA CIVIL,C02,T02,10/18/24 8:00,10/18/24 10:30,F.E.S. ACATLAN,Módulo 2 A-11,iPad
DERECHO,C03,E01,10/18/24 8:00,10/18/24 10:30,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ACTUARIA,C01,L04,10/18/24 7:59,10/18/24 10:29,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C02,T01,10/18/24 7:59,10/18/24 10:29,F.E.S. ACATLAN,Módulo 2 A-11,iPad
ARQUITECTURA,C04,L03,10/18/24 7:55,10/18/24 10:25,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
RELACIONES INTERNACIONALES,C01,C01,10/18/24 7:55,10/18/24 10:25,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L02,10/18/24 7:55,10/18/24 10:25,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L03,10/18/24 7:55,10/18/24 10:25,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L02,10/18/24 7:53,10/18/24 10:23,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L01,10/18/24 7:52,10/18/24 10:22,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,L01,10/18/24 7:52,10/18/24 10:22,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L02,10/17/24 17:32,10/17/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L06,10/17/24 17:30,10/17/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L01,10/17/24 17:29,10/17/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L05,10/17/24 17:30,10/17/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C05,C18,10/17/24 17:15,10/17/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
DERECHO,C04,C25,10/17/24 17:14,10/17/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L04,10/17/24 17:14,10/17/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C04,C24,10/17/24 17:11,10/17/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DERECHO,C04,C23,10/17/24 17:08,10/17/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L02,10/17/24 17:07,10/17/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C01,C01,10/17/24 17:05,10/17/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C02,C30,10/17/24 17:04,10/17/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
INGENIERIA CIVIL,C05,C16,10/17/24 16:59,10/17/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
HISTORIA,C04,C22,10/17/24 16:58,10/17/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DERECHO,C04,C21,10/17/24 16:58,10/17/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ENSEÃ‘ANZA DE INGLES,C04,C20,10/17/24 16:56,10/17/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,C29,10/17/24 16:52,10/17/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L01,10/17/24 16:51,10/17/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ENSEÃ‘ANZA DE INGLES,C04,C19,10/17/24 16:53,10/17/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DERECHO,C04,C18,10/17/24 16:49,10/17/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C04,L28,10/17/24 16:50,10/17/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C04,C17,10/17/24 16:49,10/17/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
PEDAGOGIA,C04,C16,10/17/24 16:47,10/17/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C05,C15,10/17/24 16:47,10/17/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ENSEÃ‘ANZA DE INGLES,C04,C15,10/17/24 16:43,10/17/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DERECHO,C04,C14,10/17/24 16:40,10/17/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
RELACIONES INTERNACIONALES,C02,C28,10/17/24 16:37,10/17/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ENSEÃ‘ANZA DE INGLES,C04,C13,10/17/24 16:36,10/17/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DERECHO,C04,C12,10/17/24 16:29,10/17/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ENSEÃ‘ANZA DE INGLES,C04,C10,10/17/24 16:28,10/17/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C05,C14,10/17/24 16:25,10/17/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
COMUNICACION,C05,C13,10/17/24 16:20,10/17/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
DERECHO (SUA),C04,C08,10/17/24 16:19,10/17/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
PEDAGOGIA,C04,C07,10/17/24 16:20,10/17/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C02,C27,10/17/24 16:13,10/17/24 18:43,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
DERECHO,C04,C06,10/17/24 16:22,10/17/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
COMUNICACION,C04,C05,10/17/24 16:11,10/17/24 18:41,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
RELACIONES INTERNACIONALES,C02,T29,10/17/24 16:10,10/17/24 18:40,F.E.S. ACATLAN,Módulo 2 A-11,iPad
COMUNICACION,C05,L04,10/17/24 16:12,10/17/24 18:42,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
ECONOMIA,C04,C04,10/17/24 16:05,10/17/24 18:35,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
COMUNICACION,C04,C03,10/17/24 15:57,10/17/24 18:27,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
PEDAGOGIA,C04,C01,10/17/24 15:55,10/17/24 18:25,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
PEDAGOGIA,C07,E01,10/17/24 15:55,10/17/24 18:25,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
PEDAGOGIA,C06,E29,10/17/24 15:53,10/17/24 18:23,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
PEDAGOGIA,C06,E28,10/17/24 15:52,10/17/24 18:22,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
COMUNICACION,C06,E27,10/17/24 15:51,10/17/24 18:21,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ENSEÃ‘ANZA DE INGLES,C05,C12,10/17/24 15:51,10/17/24 18:21,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
PEDAGOGIA,C06,E26,10/17/24 15:52,10/17/24 18:22,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
RELACIONES INTERNACIONALES,C02,C26,10/17/24 15:49,10/17/24 18:19,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ENSEÃ‘ANZA DE INGLES,C06,E25,10/17/24 15:49,10/17/24 18:19,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
PEDAGOGIA,C06,E24,10/17/24 15:51,10/17/24 18:21,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DERECHO,C06,E23,10/17/24 15:42,10/17/24 18:12,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C03,L15,10/17/24 15:40,10/17/24 18:10,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C03,L14,10/17/24 15:38,10/17/24 18:08,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C03,L13,10/17/24 15:38,10/17/24 18:08,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C02,C25,10/17/24 15:37,10/17/24 18:07,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C03,L07,10/17/24 15:32,10/17/24 18:02,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C03,L05,10/17/24 15:31,10/17/24 18:01,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C03,L04,10/17/24 15:31,10/17/24 18:01,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C03,L03,10/17/24 15:28,10/17/24 17:58,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C03,L02,10/17/24 15:24,10/17/24 17:54,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C03,L01,10/17/24 15:22,10/17/24 17:52,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L20,10/17/24 15:22,10/17/24 17:52,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C06,E22,10/17/24 15:21,10/17/24 17:51,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DERECHO,C06,E21,10/17/24 15:18,10/17/24 17:48,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ACTUARIA,C02,C24,10/17/24 15:17,10/17/24 17:47,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L27,10/17/24 15:11,10/17/24 17:41,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
SOCIOLOGIA,C05,C11,10/17/24 15:13,10/17/24 17:43,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,C23,10/17/24 15:09,10/17/24 17:39,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L08,10/17/24 15:10,10/17/24 17:40,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L05,10/17/24 15:08,10/17/24 17:38,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L02,10/17/24 15:08,10/17/24 17:38,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
LENGUA Y LITERATURAS HISPANICAS,C02,C22,10/17/24 15:09,10/17/24 17:39,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
PEDAGOGIA,C06,E20,10/17/24 15:07,10/17/24 17:37,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,C21,10/17/24 15:03,10/17/24 17:33,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C02,C20,10/17/24 15:00,10/17/24 17:30,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
DERECHO,C06,E19,10/17/24 15:00,10/17/24 17:30,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
INGENIERIA CIVIL,C04,L26,10/17/24 14:59,10/17/24 17:29,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C06,E18,10/17/24 14:59,10/17/24 17:29,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DERECHO,C06,E17,10/17/24 14:59,10/17/24 17:29,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DERECHO,C06,E16,10/17/24 14:58,10/17/24 17:28,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ECONOMIA,C06,E15,10/17/24 14:58,10/17/24 17:28,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
INGENIERIA CIVIL,C04,L15,10/17/24 14:58,10/17/24 17:28,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C06,E14,10/17/24 14:54,10/17/24 17:24,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ENSEÃ‘ANZA DE INGLES,C06,E13,10/17/24 14:52,10/17/24 17:22,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ENSEÃ‘ANZA DE INGLES,C06,E12,10/17/24 14:51,10/17/24 17:21,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C04,L10,10/17/24 14:48,10/17/24 17:18,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L07,10/17/24 14:48,10/17/24 17:18,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L29,10/17/24 14:46,10/17/24 17:16,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
RELACIONES INTERNACIONALES,C05,C10,10/17/24 14:44,10/17/24 17:14,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
DERECHO,C06,E11,10/17/24 14:44,10/17/24 17:14,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L19,10/17/24 14:39,10/17/24 17:09,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C02,L18,10/17/24 14:37,10/17/24 17:07,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L23,10/17/24 14:36,10/17/24 17:06,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L17,10/17/24 14:35,10/17/24 17:05,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L16,10/17/24 14:34,10/17/24 17:04,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L18,10/17/24 14:32,10/17/24 17:02,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L20,10/17/24 14:31,10/17/24 17:01,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L19,10/17/24 14:31,10/17/24 17:01,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
RELACIONES INTERNACIONALES,C06,E09,10/17/24 14:31,10/17/24 17:01,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
